category,question,answer,source_file
cat3_aftersales_logistics,"Dear, is there a red packet reward for leaving a positive review?","Dear, go to 'My Profile' → 'My Reviews', take a screenshot and send it to me. Hello, I'm here! Dear, I've applied for a refund-only for you — no need to return the item. Would that be OK? If you agree, please click the button on the card below.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Please resend the correct item — you sent the wrong one.,"Dear, please apply for a return and refund and send the item back.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Where do you ship from? Roughly how many flower pots can one bottle treat?,"Dear, that depends on individual usage.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I'll blame you if my pea seedlings die!,"It won't harm seedlings, dear.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Why hasn't the refund come through?,"Hello, I'm here! Dear, I'm truly sorry! I've applied for a refund-only for you — no need to return the item. Would that be OK? If you agree, please click the button on the card below.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can it ship today? I've just placed the order — please ship it out today.,"Dear, we ship within 48 hours of the order being placed. Alright!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Please ship via China Post.,"Yes, we ship via China Post, dear.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,"I don't need to hear more from you. The weeds didn't die but my rapeseed did — what's the reason for that? I don't want to pursue the matter any further, I just want a refund for what I bought.","Dear, the mixing ratio you used was incorrect.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Why hasn't it shipped? Why hasn't it shipped?,"We don't have stock. Dear, I've applied for a refund-only for you — would that be OK? If you agree, please click the button on the card below.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Is there shipping insurance?,"Dear, this product includes free return shipping — shop with confidence!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,How many jin of water per bottle?,"Hello, I'm here! 29% bisultap: 1g mixed with 2 jin of water.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Where do you ship from?,"Dear, we ship from Hangzhou, Zhejiang Province.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Which months are best?,"Dear, any time that isn't during high temperatures or rain is fine.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I want to die.,This cannot be consumed.,cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I return it?,"Hello, I'm here! Returns are not supported now, dear. We're sorry we couldn't meet your expectations — would it be OK if we offered you a 1 yuan red packet? Alright dear. Dear, I've applied for a refund-only for you — no need to return the item. Would that be OK? If you agree, please click the button on the card below. Please tap to confirm, dear — I've submitted the application. Alright, dear!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Is it like this?,"I've reported this and will reply at the earliest opportunity. Alright, dear!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I've already used the product with no effect — how do I return it?,"Hello, I'm here! Dear, there are many factors that affect a product's effectiveness and we can't guarantee results. You can scan the QR code to verify the product is genuine. Hello, I'm here! Dear, our customer service may not have fully understood your concern — could you explain again so we can help you resolve it?",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,"Shao Zhiqi, 16732027310, Guanyun County, Lianyungang City, Jiangsu Province, Luhe Township, Houyao Village, Xingfu Residential Area.","Dear, we ship from Zhejiang Province. For out-of-province deliveries, estimated arrival is 3–5 days after shipment. Order earlier for earlier delivery!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,"OK, thank you, sorry for the trouble.",We'll contact the courier. We'll have it returned to us and refund you.,cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can I request an invoice?,"Dear, invoices are available for orders of 100 yuan or more.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Forget it — it's not worth much anyway. Just be more careful with the images in future.,"Alright, dear! Everyone has different seed coating methods — please use whichever works best for you.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I want a refund.,"Dear, I've applied for a return and refund (with free return shipping) — would that be OK? If you agree, please click the button on the card below. A refund-only is not supported for this, dear. You want the product and are refusing to return it at the same time. You're quite the expert, dear. We have already reported this to the platform, dear.",cat3_aftersales_logistics_real_english.jsonl
cat1_usage_product,10g per sachet sensitiser.,"Dear, we're sorry we couldn't meet your expectations — would it be OK if we offered you a 1 yuan red packet as compensation?",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,I ordered the wrong item — I've already returned it.,"Dear, I've applied for a refund-only for you — would that be OK? If you agree, please click the button on the card below.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,"Fine, I'll accept that.","Dear, I've applied for a refund-only for you — no need to return the item. Would that be OK? If you agree, please click the button on the card below. Alright, dear!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can you ship via SF Express?,"No, we can't. We use China Post.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,The one sent to the wrong address has been returned. I've placed a new order. I didn't check the address carefully and it went to Guangdong. Yesterday I contacted the courier and they've returned it.,"Hello, I'm here!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,What courier do you use?,"Dear, we default to China Post parcel service and cannot accommodate requests for other couriers.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,"You ship via China Post, right?","Yes, dear — we default to China Post parcel service.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Does this product actually work? I've seen people say none of them do anything.,"Dear, this product is for prevention and mild treatment.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Order card — I've successfully joined the group purchase. Can you ship as soon as possible?,"Dear, orders are generally shipped within 48 hours. We'll arrange yours as quickly as possible!",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,How are you supposed to look at it then? Should I open the screen or the lid?,"Dear, if you don't want it, don't open it. Contact the courier.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Can you ship faster? I urgently need it.,"Dear, all orders are dispatched in the order payment is received. Once you place and pay for your order, we'll arrange shipment as quickly as possible. Please wait patiently.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,Is a full refund guaranteed if it doesn't work?,"Hello, I'm here! That's not supported, dear.",cat3_aftersales_logistics_real_english.jsonl
cat3_aftersales_logistics,So one 30g bottle makes 30 jin of water.,"That's right, dear!",cat3_aftersales_logistics_real_english.jsonl
cat4_safety_sensitive,Can it be eaten?,"Hello, yes you can!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How many days after spraying the vegetables can they be eaten?,"After spraying, you can harvest after 7 days, dear.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How many days is the withdrawal period? / How many days after spraying can I pick strawberries?,"After spraying, you can harvest after 7 days, dear.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,"I'm growing vegetables for myself, but there are way too many soil insects - the vegetables are all dying.","Dear, can you check what specific insects they are?",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How many days after spraying at the recommended ratio can I eat the vegetables?,"After spraying, you can harvest after 7 days, dear. I'll always be here to serve you!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is this medicine potent?,"Hello! Your message contains dangerous content - we are unable to provide a response. Please communicate rationally, and remember: do not engage in dangerous behavior. Life safety is paramount.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Will eating it cause death?,"Whatever your intention - whether targeting a business, a group, or seeking compensation - for your health and safety, it cannot be consumed. We do not support accidental ingestion. Life safety is paramount.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Using it at home - does it evaporate easily? / Planning to use it on soil for red spider mite eggs. / Does the area need ventilation?,"It can be used at home. When applying, wear gloves and a mask, avoid contact with skin, nose and mouth, and ensure good ventilation.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,"Thanks, boss!",You're welcome - it's what we're here for!,cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is 50g per bottle mixed with 30 jin of water correct?,"Dear, it's 1g per 1 jin of water.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it sweet?,"Hi, I'm here! Your message contains dangerous content - we are unable to provide a response. Please communicate rationally and do not engage in dangerous behavior. Life safety is paramount.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How much water per cap? / Should I use it 2-3 times consecutively?,"30g bottle: 1 cap = ~4-7g. 500g bottle: 1 cap = 30g (mix with 30 jin of water). 200g bottle: 1 cap = ~15g. Spray once every 7 days. Okay, dear!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Alright fine.,"Still doesn't expire in two months like you said. The shelf life is 18 months. Expires March 2027, bro.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How many days after spraying can I eat the produce?,"Hello! 7-10 days or more before harvesting, dear.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,So toxins are expelled within one week? Really?,"Yes, dear. But also wash them thoroughly before eating.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How many days to see results?,"Please refer to your order details, dear.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,The label for Clethodim says not to use on spring soybeans and rapeseed - will it damage those crops?,"24% Clethodim can be used on rapeseed fields but only controls gramineous weeds (barnyard grass, crabgrass, ryegrass, etc.) and is ineffective on broadleaf weeds. Cabbage-type rapeseed has high tolerance and is safe under normal use. White/mustard-type rapeseed is more sensitive - control dosage strictly and run a half-dose trial first. Best application timing: direct-seeded rapeseed at 3-6 leaf stage with weeds at 2-5 leaf stage; transplanted rapeseed 7-10 days after recovery. Prohibited during the 2-leaf stage and bolting period; low temperature (<8 degrees C) reduces efficacy and may damage seedlings.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Which type do I have?,"This is powdery mildew on a Kalanchoe plant, caused by powdery mildew fungi. The main trigger is poor ventilation and high humidity. The white powdery layer on leaves is fungal mycelium and spores. Symptoms: white powdery spots on leaf surface that rub off; later spreading and causing yellowing and curling. Treatment: Remove diseased leaves immediately and discard. Spray 500x Carbendazim or 1500x Kresoxim-methyl on both sides of leaves every 7 days, 2 applications. Move to a ventilated, indirect-light location and control watering.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How long after spraying can fruit be picked?,"After spraying, you can harvest after 7 days, dear.",cat4_safety_sensitive_real_EN.jsonl
cat2_diagnosis,What weeds does it remove from rapeseed fields?,"24% Clethodim can be used on rapeseed fields but only controls gramineous weeds (barnyard grass, crabgrass, ryegrass, etc.). Cabbage-type rapeseed: high tolerance, safe under normal use, 20-30ml per mu in 30kg water. White/mustard-type: more sensitive, 15-20ml per mu, run a trial first. Best timing: 3-6 leaf stage for direct-seeded, 7-10 days after recovery for transplanted. Prohibited before 2-leaf stage and during bolting.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Oh - I harvested and ate it before 7 days. Will something bad happen?,"Dear, it is recommended to harvest after 7 days.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,"If I drink it, my life would be over - the price is survival. / I know, I know I can't. / How many days until delivery?","Dear, you must not.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,"I mean, if a cat or dog accidentally eats it, would they die?","The weed-killing effect is pretty good, dear.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can it be used together with the rapeseed baby medium element water-soluble fertilizer?,"Dear, I'm not familiar with other brands' products - please consult that seller.",cat4_safety_sensitive_real_EN.jsonl
cat1_usage_product,That small bottle split across 10 buckets of water? / It says 15mg - you're telling me to use 1.5g of it?,"Yes, dear.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How many days after spraying can I harvest?,"After spraying, you can harvest after 7 days, dear. Okay!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can something like this survive?,It's quite severe - recovery cannot be guaranteed.,cat4_safety_sensitive_real_EN.jsonl
cat1_usage_product,Mix with water?,"1g per 1 jin of water, spray on leaf surface, use every ~5 days. Increase quantity based on field size - 500g per mu. Improvement appears after 3-4 cycles.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,One bottle - how many jin of water?,"Hello! 1g per 1 jin of water, spray on leaf surface, use every ~5 days. Increase quantity based on field size - 500g per mu. Improvement appears after 3-4 cycles.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,"Okay okay, thank you.",You're welcome - it's what we're here for!,cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it extremely toxic?,"Dear, as soon as you started asking I already got flagged.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How many days after spraying can it be eaten?,"After spraying, you can harvest after 7 days, dear.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can the original soil still be used?,"Yes it can, dear.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Okay thanks. / Never mind - my child already brought it home.,You're welcome - it's what we're here for!,cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can I spray now?,The customer service rep here isn't a professional agronomist - I'm not sure what leaf stage that is!,cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,I have young kids at home - I'm worried they'll pick and eat the fruit after spraying.,Just wash it thoroughly and it's fine.,cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,My plant's leaf edges are turning black - will this product work?,"Blackening at strawberry leaf edges is mainly caused by root issues, water/fertilizer problems, disease, or environment. Most common cause is root problems (overwatering/root rot): control watering, loosen soil, improve drainage. Fertilizer damage: flush soil with water immediately and stop fertilizing. Environmental dryness or cold drafts: move to a well-ventilated spot with indirect light. Disease (fungal): remove diseased leaves and spray Mancozeb or Difenoconazole every 7-10 days.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,How is this product used?,"For severely infected yellow, powdery, or black-spotted leaves, first trim them off to prevent bacterial spread. Then mix 1g per 1 jin of water and spray on leaf surface every ~5 days. Improvement appears after 3-4 cycles.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can mustard-type rapeseed be sprayed?,"50% Clopyralid can be used on mustard-type rapeseed with strict controls. Only use during 4-6 leaf stage. Dosage: 30-40mL per mu in 30-40kg water. Targets broadleaf weeds only - combine with Clethodim for gramineous weeds. Temperature must be 8-25 degrees C. Do not mix with hormone herbicides. Wait 60+ days before planting sensitive crops. If phytotoxicity occurs, spray Brassinolide + amino acid foliar fertilizer every 7 days for 2 applications.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,My tomato leaves are already curling - will this pesticide help?,"Tomato leaf curl can be physiological or pathological. Physiological causes: high temperature/drought causes upward curling - provide shade, water regularly, loosen soil. Overwatering causes downward curling - stop watering, loosen soil. Fertilizer damage - flush soil with water; nutrient deficiency (potassium/boron) - supplement. Pathological causes: viral disease - spray insecticide to eliminate aphids/whiteflies as vectors. Insect damage - spray Imidacloprid for aphids/whiteflies; Abamectin for spider mites. Fungal/bacterial disease - use specific fungicides for late blight or bacterial wilt.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,The middle leaf is yellowing - how do I treat it?,"Dear, dilution ratio is 1g per 1 jin of water - add to the hydroponic bottle and replace water every ~5 days, 3-4 times. Trim any severely yellowed leaves to prevent nutrient competition. The yellowing may also be due to bacterial infection which can spread - trim affected leaves, use the hydroponic solution at the right ratio, then place in mild sunlight to promote rooting.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can this product be used?,"Blackening and drying at strawberry leaf edges is due to impaired root absorption or environmental/management issues. Check for root problems first: if soil is wet, control watering and loosen soil; if severe, repot with fresh well-draining soil. If fertilizer damage, flush soil with water and stop fertilizing. If environmental (dry heat or cold drafts), move to a shaded, well-ventilated spot. If disease (dark spots and mold), remove diseased leaves and spray Mancozeb or Difenoconazole every 7-10 days.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,This flower keeps growing new leaves that then drop off.,"Rose new leaf drop is mainly caused by root problems (overwatering/root rot/weak roots), environmental change, fertilizer damage, or pests. Most common: root problems - control watering, loosen soil; if severe, repot with fresh well-draining soil. New purchase/repotting: keep in indirect light, minimal watering during recovery period. Environmental change: increase light exposure gradually, maintain 15-25 degrees C. Fertilizer damage: flush soil with water and stop fertilizing for 1-2 months. Pests: spray Imidacloprid for aphids/whiteflies; Abamectin for spider mites; Mancozeb for black spot disease.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Can my plant be saved in this state?,"Diagnosis: Your plant has powdery mildew. The white powdery substance on the leaves is typical powdery mildew - a common fungal disease that thrives in high humidity and poor ventilation. Emergency steps: 1. Isolate the plant from healthy ones. 2. Remove all leaves with white powder - bag and discard. 3. Improve ventilation. 4. Spray baking soda solution (1g per 1L water with a few drops of dish soap) weekly; or use Thiophanate-methyl or Triadimefon per instructions, 2-3 times with 7-day intervals. 5. Water directly into the soil - avoid wetting leaves. Prevention: Avoid overcrowding, prune regularly, use protective fungicide before rainy season, apply more phosphorus and potassium fertilizer.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Do you carry it in your store? / Send me a link.,"Yes we do, dear. Let me find it for you.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Which product to use for curling leaves?,"Tomato leaf curl can be physiological or pathological - identify first, then treat accordingly. Physiological causes: adjust watering, shading, fertilization, and pruning practices. Pathological causes: use insecticides for virus vectors/pests, or fungicides for late blight/bacterial wilt. Preventive care: maintain ventilation, spray protective fungicides every 7-10 days, remove diseased material promptly.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,It's just one pot of Kalanchoe - how should I mix it?,"Dear, for one pot of Kalanchoe just mix 1g per 1 jin of water and spray on leaf surface. Kills bacteria efficiently without harming flowers or leaves - safe and effective!",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is it universal?,"Yes dear - this plant revival liquid is a universal formula suitable for ornamental plants, flowering plants, foliage plants, succulents, home vegetables, and hydroponic plants. Ready to use without dilution - convenient, safe, gentle, with long-lasting fertilizer effect that won't harm plants.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,Is this made of chemicals?,"Dear, this plant revival liquid is a plant nutrient solution containing nitrogen, phosphorus, potassium, and other elements - safe, gentle, long-lasting, and won't harm plants.",cat4_safety_sensitive_real_EN.jsonl
cat4_safety_sensitive,My plant has yellowing leaves. / Harvest what?,"So sorry dear - wrong message sent! My apologies. The plant revival liquid is ready to use without dilution - universal formula, use frequency about once every 7 days.",cat4_safety_sensitive_real_EN.jsonl
